om,yr,mo,dy,date,time,tz,datetime_utc,st,stf,mag,inj,fat,loss,slat,slon,elat,elon,len,wid,ns,sn,f1,f2,f3,f4,fc,hr,hrcode,code,fn
862,2010,7,12,2010-07-12,14:12:00,America/Chicago,2010-07-12T19:12:00Z,SC,45,0.0,0,0,8000.0,34.789,-80.872,34.789,-80.838,1.93,60,1,1,57,0,0,0,False,2010-07-12 19:00:00+00:00,20100712 19:00:00+00:00,20100712.19,NLDAS_FORA0125_H.A20100712.1900.002.grb.SUB.nc4
863,2010,7,12,2010-07-12,14:35:00,America/Chicago,2010-07-12T19:35:00Z,SC,45,1.0,0,0,80000.0,33.991,-80.541,33.996,-80.496,2.6,440,1,1,85,0,0,0,False,2010-07-12 19:00:00+00:00,20100712 19:00:00+00:00,20100712.19,NLDAS_FORA0125_H.A20100712.1900.002.grb.SUB.nc4
864,2010,7,12,2010-07-12,14:47:00,America/Chicago,2010-07-12T19:47:00Z,MO,29,0.0,0,0,,37.5373,-94.2738,37.538,-94.2691,0.27,25,1,1,11,0,0,0,False,2010-07-12 19:00:00+00:00,20100712 19:00:00+00:00,20100712.19,NLDAS_FORA0125_H.A20100712.1900.002.grb.SUB.nc4
866,2010,7,12,2010-07-12,19:16:00,America/Chicago,2010-07-13T00:16:00Z,ND,38,0.0,0,0,,48.37,-102.64,48.3669,-102.609,1.43,30,1,1,61,0,0,0,False,2010-07-13 00:00:00+00:00,20100713 00:00:00+00:00,20100713.00,NLDAS_FORA0125_H.A20100713.0000.002.grb.SUB.nc4
867,2010,7,12,2010-07-12,19:25:00,America/Chicago,2010-07-13T00:25:00Z,KS,20,1.0,0,0,125000.0,37.0276,-94.9406,37.0185,-94.8908,2.82,60,1,1,21,0,0,0,False,2010-07-13 00:00:00+00:00,20100713 00:00:00+00:00,20100713.00,NLDAS_FORA0125_H.A20100713.0000.002.grb.SUB.nc4
870,2010,7,13,2010-07-13,16:38:00,America/Chicago,2010-07-13T21:38:00Z,ND,38,0.0,0,0,,46.677,-97.7474,46.6744,-97.7309,0.8,50,1,1,3,0,0,0,False,2010-07-13 21:00:00+00:00,20100713 21:00:00+00:00,20100713.21,NLDAS_FORA0125_H.A20100713.2100.002.grb.SUB.nc4
872,2010,7,13,2010-07-13,19:08:00,America/Chicago,2010-07-14T00:08:00Z,MN,27,0.0,0,0,,47.08,-96.65,47.08,-96.65,0.2,25,1,1,27,0,0,0,False,2010-07-14 00:00:00+00:00,20100714 00:00:00+00:00,20100714.00,NLDAS_FORA0125_H.A20100714.0000.002.grb.SUB.nc4
873,2010,7,13,2010-07-13,19:11:00,America/Chicago,2010-07-14T00:11:00Z,MN,27,0.0,0,0,,46.5796,-96.7051,46.5792,-96.6546,2.4,20,1,1,167,0,0,0,False,2010-07-14 00:00:00+00:00,20100714 00:00:00+00:00,20100714.00,NLDAS_FORA0125_H.A20100714.0000.002.grb.SUB.nc4
875,2010,7,14,2010-07-14,02:00:00,America/Chicago,2010-07-14T07:00:00Z,PA,42,0.0,0,0,500000.0,40.65,-75.76,40.6808,-75.7521,2.17,150,1,1,77,0,0,0,False,2010-07-14 07:00:00+00:00,20100714 07:00:00+00:00,20100714.07,NLDAS_FORA0125_H.A20100714.0700.002.grb.SUB.nc4
876,2010,7,14,2010-07-14,02:45:00,America/Chicago,2010-07-14T07:45:00Z,ND,38,1.0,0,0,1000000.0,46.4512,-97.8742,46.3795,-97.7703,7.0,250,1,1,73,0,0,0,False,2010-07-14 07:00:00+00:00,20100714 07:00:00+00:00,20100714.07,NLDAS_FORA0125_H.A20100714.0700.002.grb.SUB.nc4
877,2010,7,14,2010-07-14,02:59:00,America/Chicago,2010-07-14T07:59:00Z,ND,38,2.0,0,0,2000000.0,46.45,-97.783,46.4204,-97.5964,9.12,300,1,1,73,0,0,0,False,2010-07-14 07:00:00+00:00,20100714 07:00:00+00:00,20100714.07,NLDAS_FORA0125_H.A20100714.0700.002.grb.SUB.nc4
879,2010,7,14,2010-07-14,06:20:00,America/Chicago,2010-07-14T11:20:00Z,MN,27,0.0,0,0,,46.5523,-94.8972,46.5579,-94.8778,1.0,100,1,1,159,0,0,0,False,2010-07-14 11:00:00+00:00,20100714 11:00:00+00:00,20100714.11,NLDAS_FORA0125_H.A20100714.1100.002.grb.SUB.nc4
885,2010,7,14,2010-07-14,14:06:00,America/Chicago,2010-07-14T19:06:00Z,WI,55,0.0,0,0,,45.0532,-92.0812,45.0612,-92.0769,0.59,20,1,1,33,0,0,0,False,2010-07-14 19:00:00+00:00,20100714 19:00:00+00:00,20100714.19,NLDAS_FORA0125_H.A20100714.1900.002.grb.SUB.nc4
886,2010,7,14,2010-07-14,14:08:00,America/Chicago,2010-07-14T19:08:00Z,WI,55,2.0,0,0,,44.7611,-92.3459,44.8208,-92.2543,6.1,30,1,1,93,0,0,0,False,2010-07-14 19:00:00+00:00,20100714 19:00:00+00:00,20100714.19,NLDAS_FORA0125_H.A20100714.1900.002.grb.SUB.nc4
888,2010,7,14,2010-07-14,16:18:00,America/Chicago,2010-07-14T21:18:00Z,WI,55,0.0,0,0,,44.411,-90.218,44.41,-90.213,0.26,50,1,1,141,0,0,0,False,2010-07-14 21:00:00+00:00,20100714 21:00:00+00:00,20100714.21,NLDAS_FORA0125_H.A20100714.2100.002.grb.SUB.nc4
890,2010,7,15,2010-07-15,19:23:00,America/Chicago,2010-07-16T00:23:00Z,CO,8,0.0,0,0,,38.35,-102.74,38.34,-102.735,0.74,75,1,1,61,0,0,0,False,2010-07-16 00:00:00+00:00,20100716 00:00:00+00:00,20100716.00,NLDAS_FORA0125_H.A20100716.0000.002.grb.SUB.nc4
891,2010,7,15,2010-07-15,19:55:00,America/Chicago,2010-07-16T00:55:00Z,CO,8,0.0,0,0,10000.0,38.1149,-102.622,38.1136,-102.622,0.09,50,1,1,99,0,0,0,False,2010-07-16 00:00:00+00:00,20100716 00:00:00+00:00,20100716.00,NLDAS_FORA0125_H.A20100716.0000.002.grb.SUB.nc4
892,2010,7,16,2010-07-16,19:45:00,America/Chicago,2010-07-17T00:45:00Z,IA,19,0.0,0,0,,42.98,-93.54,42.9777,-93.5335,0.37,40,1,1,81,0,0,0,False,2010-07-17 00:00:00+00:00,20100717 00:00:00+00:00,20100717.00,NLDAS_FORA0125_H.A20100717.0000.002.grb.SUB.nc4
894,2010,7,17,2010-07-17,16:12:00,America/Chicago,2010-07-17T21:12:00Z,MN,27,0.0,0,0,,46.4145,-95.02,46.4134,-95.012,0.39,15,1,1,159,0,0,0,False,2010-07-17 21:00:00+00:00,20100717 21:00:00+00:00,20100717.21,NLDAS_FORA0125_H.A20100717.2100.002.grb.SUB.nc4
898,2010,7,17,2010-07-17,19:22:00,America/Chicago,2010-07-18T00:22:00Z,MN,27,0.0,0,0,,44.07,-96.0,44.07,-95.99,0.5,50,1,1,101,0,0,0,False,2010-07-18 00:00:00+00:00,20100718 00:00:00+00:00,20100718.00,NLDAS_FORA0125_H.A20100718.0000.002.grb.SUB.nc4
899,2010,7,17,2010-07-17,19:23:00,America/Chicago,2010-07-18T00:23:00Z,NE,31,0.0,0,0,,41.09,-100.77,41.09,-100.77,0.1,5,1,1,111,0,0,0,False,2010-07-18 00:00:00+00:00,20100718 00:00:00+00:00,20100718.00,NLDAS_FORA0125_H.A20100718.0000.002.grb.SUB.nc4
900,2010,7,17,2010-07-17,19:44:00,America/Chicago,2010-07-18T00:44:00Z,MN,27,0.0,0,0,50000.0,45.2382,-92.9594,45.2763,-92.8685,5.15,50,1,1,163,0,0,0,False,2010-07-18 00:00:00+00:00,20100718 00:00:00+00:00,20100718.00,NLDAS_FORA0125_H.A20100718.0000.002.grb.SUB.nc4
904,2010,7,18,2010-07-18,17:45:00,America/Chicago,2010-07-18T22:45:00Z,CO,8,0.0,0,0,,40.7,-102.93,40.7,-102.93,0.1,50,1,1,75,0,0,0,False,2010-07-18 22:00:00+00:00,20100718 22:00:00+00:00,20100718.22,NLDAS_FORA0125_H.A20100718.2200.002.grb.SUB.nc4
906,2010,7,19,2010-07-19,20:26:00,America/Chicago,2010-07-20T01:26:00Z,MO,29,0.0,0,0,500.0,40.4,-93.485,40.4,-93.485,0.1,25,1,1,129,0,0,0,False,2010-07-20 01:00:00+00:00,20100720 01:00:00+00:00,20100720.01,NLDAS_FORA0125_H.A20100720.0100.002.grb.SUB.nc4
907,2010,7,19,2010-07-19,20:42:00,America/Chicago,2010-07-20T01:42:00Z,MO,29,0.0,0,0,10000.0,40.32,-93.35,40.32,-93.35,0.01,25,1,1,211,0,0,0,False,2010-07-20 01:00:00+00:00,20100720 01:00:00+00:00,20100720.01,NLDAS_FORA0125_H.A20100720.0100.002.grb.SUB.nc4
909,2010,7,20,2010-07-20,06:15:00,America/Chicago,2010-07-20T11:15:00Z,MO,29,0.0,0,0,,39.1446,-91.835,39.143,-91.8243,0.58,40,1,1,7,0,0,0,False,2010-07-20 11:00:00+00:00,20100720 11:00:00+00:00,20100720.11,NLDAS_FORA0125_H.A20100720.1100.002.grb.SUB.nc4
911,2010,7,20,2010-07-20,17:32:00,America/Chicago,2010-07-20T22:32:00Z,IN,18,0.0,0,0,20000.0,39.3826,-86.1385,39.3875,-86.0942,2.39,75,1,1,81,0,0,0,False,2010-07-20 22:00:00+00:00,20100720 22:00:00+00:00,20100720.22,NLDAS_FORA0125_H.A20100720.2200.002.grb.SUB.nc4
912,2010,7,21,2010-07-21,12:24:00,America/Chicago,2010-07-21T17:24:00Z,IL,17,0.0,0,0,,39.9321,-87.8187,39.9318,-87.817,0.09,10,1,1,183,0,0,0,False,2010-07-21 17:00:00+00:00,20100721 17:00:00+00:00,20100721.17,NLDAS_FORA0125_H.A20100721.1700.002.grb.SUB.nc4
918,2010,7,21,2010-07-21,16:15:00,America/Chicago,2010-07-21T21:15:00Z,ME,23,1.0,0,0,,43.6468,-70.8412,43.6597,-70.8061,1.97,200,1,1,31,0,0,0,False,2010-07-21 21:00:00+00:00,20100721 21:00:00+00:00,20100721.21,NLDAS_FORA0125_H.A20100721.2100.002.grb.SUB.nc4
919,2010,7,21,2010-07-21,16:47:00,America/Chicago,2010-07-21T21:47:00Z,ME,23,0.0,0,0,,43.6813,-70.5189,43.6907,-70.4014,6.0,350,1,1,31,5,0,0,False,2010-07-21 21:00:00+00:00,20100721 21:00:00+00:00,20100721.21,NLDAS_FORA0125_H.A20100721.2100.002.grb.SUB.nc4
921,2010,7,22,2010-07-22,01:38:00,America/Chicago,2010-07-22T06:38:00Z,IA,19,1.0,0,0,1000000.0,42.7135,-94.6811,42.7428,-94.6484,2.62,250,1,1,151,0,0,0,False,2010-07-22 06:00:00+00:00,20100722 06:00:00+00:00,20100722.06,NLDAS_FORA0125_H.A20100722.0600.002.grb.SUB.nc4
923,2010,7,22,2010-07-22,15:08:00,America/Chicago,2010-07-22T20:08:00Z,WI,55,1.0,0,0,1000.0,43.2664,-89.5225,43.2634,-89.4924,1.53,30,1,1,25,0,0,0,False,2010-07-22 20:00:00+00:00,20100722 20:00:00+00:00,20100722.20,NLDAS_FORA0125_H.A20100722.2000.002.grb.SUB.nc4
924,2010,7,22,2010-07-22,15:24:00,America/Chicago,2010-07-22T20:24:00Z,WI,55,0.0,0,0,,43.2717,-89.0686,43.2696,-89.0089,3.0,30,1,1,25,0,0,0,False,2010-07-22 20:00:00+00:00,20100722 20:00:00+00:00,20100722.20,NLDAS_FORA0125_H.A20100722.2000.002.grb.SUB.nc4
925,2010,7,22,2010-07-22,15:45:00,America/Chicago,2010-07-22T20:45:00Z,MI,26,0.0,0,0,,41.8973,-85.049,41.8999,-85.0207,1.46,300,1,1,23,0,0,0,False,2010-07-22 20:00:00+00:00,20100722 20:00:00+00:00,20100722.20,NLDAS_FORA0125_H.A20100722.2000.002.grb.SUB.nc4
929,2010,7,22,2010-07-22,17:02:00,America/Chicago,2010-07-22T22:02:00Z,WI,55,1.0,0,0,20000.0,42.8883,-89.1618,42.8773,-89.0805,4.18,75,1,1,25,0,0,0,False,2010-07-22 22:00:00+00:00,20100722 22:00:00+00:00,20100722.22,NLDAS_FORA0125_H.A20100722.2200.002.grb.SUB.nc4
930,2010,7,22,2010-07-22,17:22:00,America/Chicago,2010-07-22T22:22:00Z,WI,55,0.0,0,0,,42.8462,-88.9164,42.8538,-88.8627,2.77,75,1,1,55,0,0,0,False,2010-07-22 22:00:00+00:00,20100722 22:00:00+00:00,20100722.22,NLDAS_FORA0125_H.A20100722.2200.002.grb.SUB.nc4
931,2010,7,22,2010-07-22,17:30:00,America/Chicago,2010-07-22T22:30:00Z,MN,27,0.0,0,0,,46.6434,-95.57,46.6466,-95.5502,0.97,15,1,1,111,0,0,0,False,2010-07-22 22:00:00+00:00,20100722 22:00:00+00:00,20100722.22,NLDAS_FORA0125_H.A20100722.2200.002.grb.SUB.nc4
932,2010,7,22,2010-07-22,17:38:00,America/Chicago,2010-07-22T22:38:00Z,WI,55,0.0,0,0,,42.8582,-88.8007,42.855,-88.7239,3.9,75,1,1,55,0,0,0,False,2010-07-22 22:00:00+00:00,20100722 22:00:00+00:00,20100722.22,NLDAS_FORA0125_H.A20100722.2200.002.grb.SUB.nc4
933,2010,7,22,2010-07-22,17:52:00,America/Chicago,2010-07-22T22:52:00Z,WI,55,1.0,0,0,,42.975,-89.7288,42.9796,-89.7006,1.46,75,1,1,25,0,0,0,False,2010-07-22 22:00:00+00:00,20100722 22:00:00+00:00,20100722.22,NLDAS_FORA0125_H.A20100722.2200.002.grb.SUB.nc4
936,2010,7,22,2010-07-22,19:05:00,America/Chicago,2010-07-23T00:05:00Z,MN,27,1.0,0,0,50000.0,45.9058,-95.5924,45.906,-95.5802,0.59,30,1,1,41,0,0,0,False,2010-07-23 00:00:00+00:00,20100723 00:00:00+00:00,20100723.00,NLDAS_FORA0125_H.A20100723.0000.002.grb.SUB.nc4
939,2010,7,23,2010-07-23,16:15:00,America/Chicago,2010-07-23T21:15:00Z,PA,42,1.0,0,0,30000.0,41.64,-75.32,41.63,-75.29,1.7,75,1,1,127,0,0,0,False,2010-07-23 21:00:00+00:00,20100723 21:00:00+00:00,20100723.21,NLDAS_FORA0125_H.A20100723.2100.002.grb.SUB.nc4
940,2010,7,23,2010-07-23,16:27:00,America/Chicago,2010-07-23T21:27:00Z,PA,42,2.0,0,0,100000.0,41.67,-75.37,41.44,-74.98,25.72,400,1,1,127,103,0,0,False,2010-07-23 21:00:00+00:00,20100723 21:00:00+00:00,20100723.21,NLDAS_FORA0125_H.A20100723.2100.002.grb.SUB.nc4
941,2010,7,23,2010-07-23,16:33:00,America/Chicago,2010-07-23T21:33:00Z,MI,26,0.0,0,0,20000.0,42.1431,-83.6136,42.143,-83.6016,0.61,100,1,1,161,0,0,0,False,2010-07-23 21:00:00+00:00,20100723 21:00:00+00:00,20100723.21,NLDAS_FORA0125_H.A20100723.2100.002.grb.SUB.nc4
942,2010,7,23,2010-07-23,16:35:00,America/Chicago,2010-07-23T21:35:00Z,PA,42,1.0,0,0,50000.0,41.5239,-75.1793,41.5,-75.12,3.51,100,1,1,127,103,0,0,False,2010-07-23 21:00:00+00:00,20100723 21:00:00+00:00,20100723.21,NLDAS_FORA0125_H.A20100723.2100.002.grb.SUB.nc4
943,2010,7,23,2010-07-23,16:57:00,America/Chicago,2010-07-23T21:57:00Z,SD,46,0.0,0,0,,43.92,-100.3,43.9176,-100.296,0.27,30,1,1,85,0,0,0,False,2010-07-23 21:00:00+00:00,20100723 21:00:00+00:00,20100723.21,NLDAS_FORA0125_H.A20100723.2100.002.grb.SUB.nc4
948,2010,7,23,2010-07-23,19:03:00,America/Chicago,2010-07-24T00:03:00Z,IA,19,1.0,0,0,750000000.0,41.3603,-93.6535,41.3678,-93.5897,3.35,150,1,1,181,0,0,0,False,2010-07-24 00:00:00+00:00,20100724 00:00:00+00:00,20100724.00,NLDAS_FORA0125_H.A20100724.0000.002.grb.SUB.nc4
949,2010,7,23,2010-07-23,19:12:00,America/Chicago,2010-07-24T00:12:00Z,IA,19,1.0,0,0,250000.0,41.3679,-93.5299,41.3701,-93.5246,0.31,100,1,1,181,0,0,0,False,2010-07-24 00:00:00+00:00,20100724 00:00:00+00:00,20100724.00,NLDAS_FORA0125_H.A20100724.0000.002.grb.SUB.nc4
951,2010,7,24,2010-07-24,15:25:00,America/Chicago,2010-07-24T20:25:00Z,NY,36,2.0,0,0,7000000.0,42.1606,-79.0162,42.1169,-78.8796,7.62,800,1,1,9,0,0,0,False,2010-07-24 20:00:00+00:00,20100724 20:00:00+00:00,20100724.20,NLDAS_FORA0125_H.A20100724.2000.002.grb.SUB.nc4
952,2010,7,24,2010-07-24,15:25:00,America/Chicago,2010-07-24T20:25:00Z,NY,36,1.0,0,0,1000000.0,42.2138,-78.6608,42.2171,-78.6383,1.17,50,1,1,9,0,0,0,False,2010-07-24 20:00:00+00:00,20100724 20:00:00+00:00,20100724.20,NLDAS_FORA0125_H.A20100724.2000.002.grb.SUB.nc4
953,2010,7,24,2010-07-24,15:49:00,America/Chicago,2010-07-24T20:49:00Z,NY,36,1.0,0,0,2000000.0,42.1093,-78.6414,42.0928,-78.4912,7.78,100,1,1,9,0,0,0,False,2010-07-24 20:00:00+00:00,20100724 20:00:00+00:00,20100724.20,NLDAS_FORA0125_H.A20100724.2000.002.grb.SUB.nc4
956,2010,7,26,2010-07-26,15:45:00,America/Chicago,2010-07-26T20:45:00Z,UT,49,0.0,0,0,25000.0,39.54,-110.74,39.5394,-110.738,0.12,15,1,1,7,0,0,0,False,2010-07-26 20:00:00+00:00,20100726 20:00:00+00:00,20100726.20,NLDAS_FORA0125_H.A20100726.2000.002.grb.SUB.nc4
959,2010,7,26,2010-07-26,18:05:00,America/Chicago,2010-07-26T23:05:00Z,TN,47,1.0,0,0,200000.0,36.2534,-86.7778,36.2554,-86.7711,0.5,50,1,1,37,0,0,0,False,2010-07-26 23:00:00+00:00,20100726 23:00:00+00:00,20100726.23,NLDAS_FORA0125_H.A20100726.2300.002.grb.SUB.nc4
960,2010,7,26,2010-07-26,19:00:00,America/Chicago,2010-07-27T00:00:00Z,MT,30,3.0,1,2,300000.0,48.6597,-105.002,48.5476,-104.646,18.0,880,1,1,91,0,0,0,False,2010-07-27 00:00:00+00:00,20100727 00:00:00+00:00,20100727.00,NLDAS_FORA0125_H.A20100727.0000.002.grb.SUB.nc4
961,2010,7,26,2010-07-26,19:13:00,America/Chicago,2010-07-27T00:13:00Z,ND,38,0.0,0,0,30000.0,47.9476,-100.564,47.9377,-100.505,2.82,30,1,1,49,0,0,0,False,2010-07-27 00:00:00+00:00,20100727 00:00:00+00:00,20100727.00,NLDAS_FORA0125_H.A20100727.0000.002.grb.SUB.nc4
962,2010,7,26,2010-07-26,19:38:00,America/Chicago,2010-07-27T00:38:00Z,NC,37,0.0,0,0,30000.0,36.51,-80.85,36.49,-80.83,1.8,100,1,1,171,0,0,0,False,2010-07-27 00:00:00+00:00,20100727 00:00:00+00:00,20100727.00,NLDAS_FORA0125_H.A20100727.0000.002.grb.SUB.nc4
963,2010,7,26,2010-07-26,20:17:00,America/Chicago,2010-07-27T01:17:00Z,ND,38,0.0,0,0,,48.63,-98.7657,48.5893,-98.6778,4.9,40,1,1,19,0,0,0,False,2010-07-27 01:00:00+00:00,20100727 01:00:00+00:00,20100727.01,NLDAS_FORA0125_H.A20100727.0100.002.grb.SUB.nc4
965,2010,7,26,2010-07-26,23:30:00,America/Chicago,2010-07-27T04:30:00Z,ND,38,0.0,0,0,,47.19,-98.18,47.19,-98.18,0.2,20,1,1,3,0,0,0,False,2010-07-27 04:00:00+00:00,20100727 04:00:00+00:00,20100727.04,NLDAS_FORA0125_H.A20100727.0400.002.grb.SUB.nc4
967,2010,7,27,2010-07-27,09:11:00,America/Chicago,2010-07-27T14:11:00Z,MN,27,0.0,0,0,,46.48,-95.8478,46.4804,-95.8402,0.36,15,1,1,111,0,0,0,False,2010-07-27 14:00:00+00:00,20100727 14:00:00+00:00,20100727.14,NLDAS_FORA0125_H.A20100727.1400.002.grb.SUB.nc4
969,2010,7,27,2010-07-27,18:12:00,America/Chicago,2010-07-27T23:12:00Z,WI,55,0.0,0,0,,46.1,-90.38,46.1,-90.34,1.92,600,1,1,3,0,0,0,False,2010-07-27 23:00:00+00:00,20100727 23:00:00+00:00,20100727.23,NLDAS_FORA0125_H.A20100727.2300.002.grb.SUB.nc4
970,2010,7,27,2010-07-27,18:16:00,America/Chicago,2010-07-27T23:16:00Z,WI,55,0.0,0,0,100000.0,45.4534,-92.4615,45.4524,-92.4461,0.75,200,1,1,95,0,0,0,False,2010-07-27 23:00:00+00:00,20100727 23:00:00+00:00,20100727.23,NLDAS_FORA0125_H.A20100727.2300.002.grb.SUB.nc4
971,2010,7,27,2010-07-27,18:20:00,America/Chicago,2010-07-27T23:20:00Z,WI,55,1.0,3,0,160000.0,46.08,-90.22,46.08,-90.12,4.79,660,1,1,51,0,0,0,False,2010-07-27 23:00:00+00:00,20100727 23:00:00+00:00,20100727.23,NLDAS_FORA0125_H.A20100727.2300.002.grb.SUB.nc4
972,2010,7,27,2010-07-27,18:34:00,America/Chicago,2010-07-27T23:34:00Z,WI,55,1.0,0,0,220000.0,45.4161,-92.1798,45.4067,-92.1121,3.35,50,1,1,95,5,0,0,False,2010-07-27 23:00:00+00:00,20100727 23:00:00+00:00,20100727.23,NLDAS_FORA0125_H.A20100727.2300.002.grb.SUB.nc4
973,2010,7,27,2010-07-27,18:59:00,America/Chicago,2010-07-27T23:59:00Z,WI,55,1.0,0,0,75000.0,45.371,-91.7211,45.337,-91.6421,4.5,75,1,1,5,0,0,0,False,2010-07-27 23:00:00+00:00,20100727 23:00:00+00:00,20100727.23,NLDAS_FORA0125_H.A20100727.2300.002.grb.SUB.nc4
974,2010,7,27,2010-07-27,19:34:00,America/Chicago,2010-07-28T00:34:00Z,MI,26,0.0,0,0,10000.0,45.7859,-87.8853,45.788,-87.8793,0.33,100,1,1,43,0,0,0,False,2010-07-28 00:00:00+00:00,20100728 00:00:00+00:00,20100728.00,NLDAS_FORA0125_H.A20100728.0000.002.grb.SUB.nc4
975,2010,7,27,2010-07-27,19:40:00,America/Chicago,2010-07-28T00:40:00Z,MI,26,0.0,0,0,3000.0,45.7853,-87.8473,45.7854,-87.8425,0.23,90,1,1,43,0,0,0,False,2010-07-28 00:00:00+00:00,20100728 00:00:00+00:00,20100728.00,NLDAS_FORA0125_H.A20100728.0000.002.grb.SUB.nc4
977,2010,7,31,2010-07-31,17:43:00,America/Chicago,2010-07-31T22:43:00Z,ND,38,0.0,0,0,,48.74,-97.92,48.6493,-97.8035,7.0,100,1,1,67,0,0,0,False,2010-07-31 22:00:00+00:00,20100731 22:00:00+00:00,20100731.22,NLDAS_FORA0125_H.A20100731.2200.002.grb.SUB.nc4
832,2010,7,1,2010-07-01,08:20:00,America/Chicago,2010-07-01T13:20:00Z,TX,48,0.0,0,0,5000.0,28.0003,-97.0694,28.0003,-97.0698,0.03,25,1,1,7,0,0,0,False,2010-07-01 13:00:00+00:00,20100701 13:00:00+00:00,20100701.13,NLDAS_FORA0125_H.A20100701.1300.002.grb.SUB.nc4
833,2010,7,1,2010-07-01,17:10:00,America/Chicago,2010-07-01T22:10:00Z,TX,48,0.0,0,0,,27.6286,-98.0484,27.6286,-98.0496,0.07,25,1,1,273,0,0,0,False,2010-07-01 22:00:00+00:00,20100701 22:00:00+00:00,20100701.22,NLDAS_FORA0125_H.A20100701.2200.002.grb.SUB.nc4
835,2010,7,2,2010-07-02,16:09:00,America/Chicago,2010-07-02T21:09:00Z,TX,48,1.0,0,0,1500000.0,27.2929,-98.6688,27.3178,-98.6818,1.9,100,1,1,247,0,0,0,False,2010-07-02 21:00:00+00:00,20100702 21:00:00+00:00,20100702.21,NLDAS_FORA0125_H.A20100702.2100.002.grb.SUB.nc4
838,2010,7,4,2010-07-04,03:46:00,America/Chicago,2010-07-04T08:46:00Z,KS,20,0.0,0,0,25000.0,39.2866,-95.7404,39.3063,-95.7112,2.07,75,1,1,85,0,0,0,False,2010-07-04 08:00:00+00:00,20100704 08:00:00+00:00,20100704.08,NLDAS_FORA0125_H.A20100704.0800.002.grb.SUB.nc4
841,2010,7,4,2010-07-04,15:38:00,America/Chicago,2010-07-04T20:38:00Z,WY,56,0.0,0,0,,41.13,-104.689,41.13,-104.689,0.25,20,1,1,21,0,0,0,False,2010-07-04 20:00:00+00:00,20100704 20:00:00+00:00,20100704.20,NLDAS_FORA0125_H.A20100704.2000.002.grb.SUB.nc4
842,2010,7,4,2010-07-04,17:09:00,America/Chicago,2010-07-04T22:09:00Z,NE,31,0.0,0,0,,41.3313,-103.9,41.3313,-103.9,0.5,50,1,1,105,0,0,0,False,2010-07-04 22:00:00+00:00,20100704 22:00:00+00:00,20100704.22,NLDAS_FORA0125_H.A20100704.2200.002.grb.SUB.nc4
845,2010,7,4,2010-07-04,21:15:00,America/Chicago,2010-07-05T02:15:00Z,CO,8,1.0,0,0,25000.0,38.77,-103.48,38.77,-103.48,0.1,100,1,1,73,0,0,0,False,2010-07-05 02:00:00+00:00,20100705 02:00:00+00:00,20100705.02,NLDAS_FORA0125_H.A20100705.0200.002.grb.SUB.nc4
847,2010,7,6,2010-07-06,15:21:00,America/Chicago,2010-07-06T20:21:00Z,SD,46,0.0,0,0,,43.69,-99.23,43.69,-99.225,0.25,50,1,1,15,0,0,0,False,2010-07-06 20:00:00+00:00,20100706 20:00:00+00:00,20100706.20,NLDAS_FORA0125_H.A20100706.2000.002.grb.SUB.nc4
849,2010,7,6,2010-07-06,17:06:00,America/Chicago,2010-07-06T22:06:00Z,NE,31,0.0,0,0,,41.1,-103.31,41.1,-103.31,0.5,25,1,1,33,0,0,0,False,2010-07-06 22:00:00+00:00,20100706 22:00:00+00:00,20100706.22,NLDAS_FORA0125_H.A20100706.2200.002.grb.SUB.nc4
850,2010,7,6,2010-07-06,17:28:00,America/Chicago,2010-07-06T22:28:00Z,SD,46,0.0,0,0,,43.5,-98.84,43.5,-98.82,1.0,50,1,1,15,0,0,0,False,2010-07-06 22:00:00+00:00,20100706 22:00:00+00:00,20100706.22,NLDAS_FORA0125_H.A20100706.2200.002.grb.SUB.nc4
853,2010,7,7,2010-07-07,17:27:00,America/Chicago,2010-07-07T22:27:00Z,WI,55,1.0,0,0,100000.0,43.5201,-89.1437,43.5373,-89.0627,4.23,125,1,1,21,0,0,0,False,2010-07-07 22:00:00+00:00,20100707 22:00:00+00:00,20100707.22,NLDAS_FORA0125_H.A20100707.2200.002.grb.SUB.nc4
854,2010,7,7,2010-07-07,17:55:00,America/Chicago,2010-07-07T22:55:00Z,KS,20,0.0,0,0,,38.8347,-95.6171,38.8347,-95.6171,0.01,10,1,1,139,0,0,0,False,2010-07-07 22:00:00+00:00,20100707 22:00:00+00:00,20100707.22,NLDAS_FORA0125_H.A20100707.2200.002.grb.SUB.nc4
1003,2010,8,10,2010-08-10,16:44:00,America/Chicago,2010-08-10T21:44:00Z,IA,19,0.0,0,0,,43.4978,-94.4522,43.4996,-94.4494,0.18,40,1,1,63,0,0,0,False,2010-08-10 21:00:00+00:00,20100810 21:00:00+00:00,20100810.21,NLDAS_FORA0125_H.A20100810.2100.002.grb.SUB.nc4
1007,2010,8,12,2010-08-12,11:15:00,America/Chicago,2010-08-12T16:15:00Z,TX,48,0.0,0,0,,25.9911,-97.2599,25.9898,-97.2609,0.11,20,1,1,61,0,0,0,False,2010-08-12 16:00:00+00:00,20100812 16:00:00+00:00,20100812.16,NLDAS_FORA0125_H.A20100812.1600.002.grb.SUB.nc4
